央视,#genre#
新疆卫视,http://[2409:8087:2001:20:2800:0:df6e:eb0b]/ott.mobaibox.com/PLTV/肥羊/224/3221228290/index.m3u8
新疆卫视,rtsp://112.111.36.140/PLTV/88888909/224/3221225723/10000100000000060000000000401133_0.smil
西藏卫视,rtsp://112.111.36.140/PLTV/88888909/224/3221225722/10000100000000060000000000401132_0.smil
宁夏卫视,rtsp://112.111.36.140/PLTV/88888909/224/3221225726/10000100000000060000000000401167_0.smil
三沙卫视,rtsp://112.111.36.140/PLTV/88888909/224/3221225804/10000100000000060000000001515181_0.smil
南方卫视,rtsp://112.111.36.140/PLTV/88888909/224/3221225781/10000100000000060000000001425242_0.smil


福建,#genre#
福建综合,rtsp://112.111.36.140/PLTV/88888909/224/3221225772/10000100000000060000000001418882_0.smil
福建新闻,rtsp://112.111.36.140/PLTV/88888909/224/3221225776/10000100000000060000000001424177_0.smil
海峡卫视,rtsp://112.111.36.140/PLTV/88888909/224/3221225787/10000100000000060000000001426615_0.smil
福建体育,rtsp://112.111.36.140/PLTV/88888909/224/3221225780/10000100000000060000000001424371_0.smil
福建旅游,rtsp://112.111.36.140/PLTV/88888909/224/3221225778/10000100000000060000000001424299_0.smil
福建经济,rtsp://112.111.36.140/PLTV/88888909/224/3221225779/10000100000000060000000001424334_0.smil
福建少儿,rtsp://112.111.36.140/PLTV/88888909/224/3221225786/10000100000000060000000001426129_0.smil
福建公共,rtsp://112.111.36.140/PLTV/88888909/224/3221225775/10000100000000060000000001423348_0.smil
福建教育,rtsp://112.111.36.140/PLTV/88888909/224/3221225822/10000100000000060000000001619264_0.smil
厦门卫视,rtsp://112.111.36.140/PLTV/88888909/224/3221225706/10000100000000060000000000391859_0.smil

港澳台,#genre#
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb25]/ott.mobaibox.com/PLTV/肥羊/224/3221228527/index.m3u8
凤凰中文,http://[2409:8087:2001:20:2800:0:df6e:eb27]/wh7f454c46tw3352677969_1732462333/ott.mobaibox.com/PLTV/3/224/3221228524/index.m3u8
凤凰中文,https://live.goodiptv.club/api/sxg.php?id=test1_4000
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb27]/ott.mobaibox.com/PLTV/肥羊/224/3221228524/index.m3u8
凤凰资讯,http://[2409:8087:2001:20:2800:0:df6e:eb24]/wh7f454c46tw3553140416_-2021535160/ott.mobaibox.com/PLTV/3/224/3221228527/index.m3u8
凤凰资讯,https://live.goodiptv.club/api/sxg.php?id=test2_4000
凤凰香港,http://[2409:8087:2001:20:2800:0:df6e:eb1d]:80/ott.mobaibox.com/PLTV/1/224/3221228530/1.m3u8
香港8k,http://[2409:8087:2001:20:2800:0:df6e:eb05]/ott.mobaibox.com/PLTV/肥羊/224/3221228132/index.m3u8
翡翠台,http://r.jdshipin.com/qClQf
RTHK32,https://rthktv32-live.akamaized.net/hls/live/2036819/RTHKTV32/stream5/streamPlaylist.m3u8
TVBS,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV31.m3u8
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
TVBS新闻,http://38.64.72.148/hls/modn/list/4006/chunklist1.m3u8
寰宇新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV02.m3u8
三立INEWS,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV01.m3u8
中视新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV09.m3u8
中天新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
民视新闻,https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV17.m3u8
